발표시각,지역,도시,예보시각,최저기온,최고기온,최저기온하한,최저기온상한,최고기온하한,최고기온상한
2020-08-01 06시,전북북동내륙,장수,2020-08-08,22,27,,,,
2020-08-01 06시,전북북동내륙,장수,2020-08-09,22,27,,,,
2020-08-01 06시,전북북동내륙,장수,2020-08-10,22,28,,,,
2020-08-01 06시,전북북동내륙,장수,2020-08-11,23,29,,,,
2020-08-01 06시,전북북동내륙,무주,2020-08-04,24,31,23,25,30,32
2020-08-01 06시,전북북동내륙,무주,2020-08-05,24,30,23,25,29,31
2020-08-01 06시,전북북동내륙,무주,2020-08-06,24,29,23,24,28,30
2020-08-01 06시,전북북동내륙,무주,2020-08-07,24,29,23,24,28,31
2020-08-01 06시,전북북동내륙,무주,2020-08-08,23,29,22,24,27,30
2020-08-01 06시,전북북동내륙,무주,2020-08-09,22,30,20,23,28,32
2020-08-01 06시,전북북동내륙,무주,2020-08-10,23,31,22,24,29,33
2020-08-01 06시,전북북동내륙,무주,2020-08-11,24,32,23,25,30,33
2020-08-01 06시,전북북동내륙,진안,2020-08-04,23,29,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-05,23,29,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-06,23,28,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-07,23,27,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-08,23,28,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-09,22,28,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-10,23,30,,,,
2020-08-01 06시,전북북동내륙,진안,2020-08-11,23,31,,,,
2020-08-01 06시,전북남동내륙,남원,2020-08-04,26,32,25,27,31,32
2020-08-01 06시,전북남동내륙,남원,2020-08-05,25,32,24,26,31,33
2020-08-01 06시,전북남동내륙,남원,2020-08-06,25,31,24,26,30,32
2020-08-01 06시,전북남동내륙,남원,2020-08-07,25,30,25,26,29,31
2020-08-01 06시,전북남동내륙,남원,2020-08-08,25,31,24,26,30,32
2020-08-01 06시,전북남동내륙,남원,2020-08-09,25,31,24,26,30,33
2020-08-01 06시,전북남동내륙,남원,2020-08-10,25,32,24,26,31,33
2020-08-01 06시,전북남동내륙,남원,2020-08-11,26,32,25,27,30,33
2020-08-01 06시,전북남동내륙,임실,2020-08-04,23,30,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-05,24,29,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-06,23,28,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-07,23,28,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-08,23,28,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-09,22,28,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-10,23,29,,,,
2020-08-01 06시,전북남동내륙,임실,2020-08-11,23,29,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-04,24,31,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-05,24,30,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-06,24,29,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-07,24,29,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-08,24,29,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-09,23,29,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-10,24,30,,,,
2020-08-01 06시,전북남동내륙,순창,2020-08-11,24,31,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-04,24,31,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-05,24,30,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-06,25,30,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-07,24,29,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-08,24,30,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-09,24,30,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-10,25,31,,,,
2020-08-01 06시,전남서부남해안,완도,2020-08-11,24,30,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-04,24,31,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-05,24,31,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-06,24,30,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-07,24,29,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-08,24,29,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-09,24,29,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-10,24,31,,,,
2020-08-01 06시,전남서부남해안,해남,2020-08-11,24,30,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-04,24,31,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-05,24,30,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-06,25,29,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-07,24,29,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-08,24,28,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-09,24,28,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-10,24,29,,,,
2020-08-01 06시,전남서부남해안,강진,2020-08-11,23,29,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-04,24,30,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-05,24,30,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-06,24,30,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-07,24,29,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-08,24,29,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-09,24,29,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-10,24,30,,,,
2020-08-01 06시,전남서부남해안,장흥,2020-08-11,24,30,,,,
2020-08-01 06시,전남동부남해안,여수,2020-08-04,24,28,23,25,28,28
2020-08-01 06시,전남동부남해안,여수,2020-08-05,25,28,25,26,28,28
2020-08-01 06시,전남동부남해안,여수,2020-08-06,24,28,24,25,28,28
2020-08-01 06시,전남동부남해안,여수,2020-08-07,24,28,24,25,28,28
2020-08-01 06시,전남동부남해안,여수,2020-08-08,24,28,24,25,27,29
2020-08-01 06시,전남동부남해안,여수,2020-08-09,24,28,24,25,27,29
2020-08-01 06시,전남동부남해안,여수,2020-08-10,24,28,23,25,27,28
2020-08-01 06시,전남동부남해안,여수,2020-08-11,24,28,23,24,27,29
2020-08-01 06시,전남동부남해안,광양,2020-08-04,24,30,23,25,29,31
2020-08-01 06시,전남동부남해안,광양,2020-08-05,24,30,24,24,29,32
2020-08-01 06시,전남동부남해안,광양,2020-08-06,24,30,24,25,29,31
2020-08-01 06시,전남동부남해안,광양,2020-08-07,24,29,23,25,28,30
2020-08-01 06시,전남동부남해안,광양,2020-08-08,24,29,23,25,28,30
2020-08-01 06시,전남동부남해안,광양,2020-08-09,24,29,23,25,28,30
2020-08-01 06시,전남동부남해안,광양,2020-08-10,24,30,24,25,29,31
2020-08-01 06시,전남동부남해안,광양,2020-08-11,24,30,23,24,29,31
2020-08-01 06시,전남동부남해안,고흥,2020-08-04,24,30,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-05,24,30,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-06,24,29,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-07,24,29,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-08,24,29,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-09,24,29,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-10,24,30,,,,
2020-08-01 06시,전남동부남해안,고흥,2020-08-11,24,30,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-04,23,29,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-05,24,29,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-06,24,28,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-07,23,27,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-08,24,28,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-09,23,29,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-10,24,30,,,,
2020-08-01 06시,전남동부남해안,보성,2020-08-11,24,29,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-04,25,31,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-05,25,31,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-06,25,30,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-07,25,29,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-08,25,31,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-09,25,30,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-10,25,32,,,,
2020-08-01 06시,전남동부남해안,순천시,2020-08-11,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-04,24,31,23,25,31,32
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-05,24,31,24,25,30,32
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-06,24,30,23,25,29,31
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-07,24,29,23,25,28,30
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-08,24,30,24,25,29,32
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-09,24,30,23,25,29,31
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-10,24,31,24,25,30,32
2020-08-01 06시,광주.전남중부내륙,광주,2020-08-11,24,31,23,25,30,32
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-04,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-05,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-06,24,30,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-07,24,29,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-08,24,29,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-09,23,30,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-10,24,31,,,,
2020-08-01 06시,광주.전남중부내륙,장성,2020-08-11,25,32,,,,
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-04,25,31,24,25,31,32
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-05,24,31,24,24,30,32
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-06,24,31,24,24,30,32
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-07,24,30,24,24,29,31
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-08,24,30,23,25,29,31
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-09,24,31,22,25,29,32
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-10,25,32,24,26,31,34
2020-08-01 06시,광주.전남중부내륙,나주,2020-08-11,25,32,24,25,31,33
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-04,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-05,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-06,23,30,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-07,24,29,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-08,24,30,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-09,24,30,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-10,24,31,,,,
2020-08-01 06시,광주.전남중부내륙,담양,2020-08-11,25,31,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-04,26,33,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-05,25,33,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-06,25,33,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-07,25,32,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-08,25,33,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-09,25,33,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-10,25,34,,,,
2020-08-01 06시,광주.전남중부내륙,화순,2020-08-11,25,33,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-04,24,30,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-05,24,30,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-06,23,31,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-07,23,29,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-08,23,30,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-09,23,31,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-10,24,31,,,,
2020-08-01 06시,전남동부내륙,구례,2020-08-11,24,32,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-04,24,31,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-05,24,31,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-06,24,30,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-07,24,31,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-08,24,30,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-09,24,30,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-10,24,31,,,,
2020-08-01 06시,전남동부내륙,곡성,2020-08-11,25,33,,,,
2020-08-01 06시,전남동부내륙,순천,2020-08-04,25,31,24,26,30,31
2020-08-01 06시,전남동부내륙,순천,2020-08-05,25,31,24,25,30,32
2020-08-01 06시,전남동부내륙,순천,2020-08-06,25,30,24,26,29,31
2020-08-01 06시,전남동부내륙,순천,2020-08-07,25,29,24,26,29,30
2020-08-01 06시,전남동부내륙,순천,2020-08-08,25,31,24,26,30,32
2020-08-01 06시,전남동부내륙,순천,2020-08-09,25,30,24,26,29,31
2020-08-01 06시,전남동부내륙,순천,2020-08-10,25,32,24,26,31,33
2020-08-01 06시,전남동부내륙,순천,2020-08-11,25,31,24,26,30,32
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-04,22,28,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-05,23,28,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-06,23,27,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-07,22,26,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-08,22,27,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-09,22,27,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-10,23,27,,,,
2020-08-01 06시,흑산도.홍도,흑산도,2020-08-11,23,27,,,,
2020-08-01 06시,제주동부,성산,2020-08-04,25,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-05,26,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-06,26,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-07,25,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-08,26,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-09,26,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-10,26,30,,,,
2020-08-01 06시,제주동부,성산,2020-08-11,25,30,,,,
2020-08-01 06시,제주북부,제주,2020-08-04,26,33,25,27,33,34
2020-08-01 06시,제주북부,제주,2020-08-05,27,33,27,27,32,34
2020-08-01 06시,제주북부,제주,2020-08-06,27,33,27,27,32,33
2020-08-01 06시,제주북부,제주,2020-08-07,26,32,26,26,31,32
2020-08-01 06시,제주북부,제주,2020-08-08,26,31,26,27,30,32
2020-08-01 06시,제주북부,제주,2020-08-09,26,32,26,27,31,32
2020-08-01 06시,제주북부,제주,2020-08-10,26,33,25,27,32,34
2020-08-01 06시,제주북부,제주,2020-08-11,26,33,25,27,33,33
2020-08-01 06시,제주산지,성판악,2020-08-04,21,26,,,,
2020-08-01 06시,제주산지,성판악,2020-08-05,21,26,,,,
2020-08-01 06시,제주산지,성판악,2020-08-06,21,25,,,,
2020-08-01 06시,제주산지,성판악,2020-08-07,21,25,,,,
2020-08-01 06시,제주산지,성판악,2020-08-08,22,25,,,,
2020-08-01 06시,제주산지,성판악,2020-08-09,21,26,,,,
2020-08-01 06시,제주산지,성판악,2020-08-10,21,26,,,,
2020-08-01 06시,제주산지,성판악,2020-08-11,21,26,,,,
2020-08-01 06시,제주남부,서귀포,2020-08-04,26,30,26,26,30,31
2020-08-01 06시,제주남부,서귀포,2020-08-05,26,30,26,26,29,31
2020-08-01 06시,제주남부,서귀포,2020-08-06,26,29,26,26,29,30
2020-08-01 06시,제주남부,서귀포,2020-08-07,25,29,25,25,29,30
2020-08-01 06시,제주남부,서귀포,2020-08-08,25,29,24,25,28,29
2020-08-01 06시,제주남부,서귀포,2020-08-09,26,29,25,26,28,30
2020-08-01 06시,제주남부,서귀포,2020-08-10,26,29,25,26,28,30
2020-08-01 06시,제주남부,서귀포,2020-08-11,26,30,25,26,30,30
2020-08-01 06시,제주서부,고산,2020-08-04,26,30,,,,
2020-08-01 06시,제주서부,고산,2020-08-05,26,30,,,,
2020-08-01 06시,제주서부,고산,2020-08-06,26,30,,,,
2020-08-01 06시,제주서부,고산,2020-08-07,25,29,,,,
2020-08-01 06시,제주서부,고산,2020-08-08,25,29,,,,
2020-08-01 06시,제주서부,고산,2020-08-09,25,29,,,,
2020-08-01 06시,제주서부,고산,2020-08-10,26,29,,,,
2020-08-01 06시,제주서부,고산,2020-08-11,25,30,,,,
2020-08-01 06시,이어도,이어도,2020-08-04,27,28,,,,
2020-08-01 06시,이어도,이어도,2020-08-05,27,27,,,,
2020-08-01 06시,이어도,이어도,2020-08-06,27,27,,,,
2020-08-01 06시,이어도,이어도,2020-08-07,27,28,,,,
2020-08-01 06시,이어도,이어도,2020-08-08,27,28,,,,
2020-08-01 06시,이어도,이어도,2020-08-09,27,28,,,,
2020-08-01 06시,이어도,이어도,2020-08-10,27,28,,,,
2020-08-01 06시,이어도,이어도,2020-08-11,27,27,,,,
2020-08-01 06시,제주도,추자도,2020-08-04,23,29,,,,
2020-08-01 06시,제주도,추자도,2020-08-05,25,29,,,,
2020-08-01 06시,제주도,추자도,2020-08-06,25,28,,,,
2020-08-01 06시,제주도,추자도,2020-08-07,25,28,,,,
2020-08-01 06시,제주도,추자도,2020-08-08,25,28,,,,
2020-08-01 06시,제주도,추자도,2020-08-09,23,28,,,,
2020-08-01 06시,제주도,추자도,2020-08-10,25,30,,,,
2020-08-01 06시,제주도,추자도,2020-08-11,25,30,,,,
2020-08-01 06시,경북북부동해안,울진,2020-08-04,24,29,23,24,28,30
2020-08-01 06시,경북북부동해안,울진,2020-08-05,24,29,24,24,28,30
2020-08-01 06시,경북북부동해안,울진,2020-08-06,24,28,24,25,27,29
2020-08-01 06시,경북북부동해안,울진,2020-08-07,23,28,22,24,27,29
2020-08-01 06시,경북북부동해안,울진,2020-08-08,22,27,21,23,26,28
2020-08-01 06시,경북북부동해안,울진,2020-08-09,22,27,21,23,25,28
2020-08-01 06시,경북북부동해안,울진,2020-08-10,22,28,20,23,26,29
2020-08-01 06시,경북북부동해안,울진,2020-08-11,23,28,22,24,27,28
2020-08-01 06시,경북북부동해안,영덕,2020-08-04,24,32,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-05,24,30,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-06,24,30,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-07,24,29,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-08,23,29,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-09,22,29,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-10,23,31,,,,
2020-08-01 06시,경북북부동해안,영덕,2020-08-11,23,30,,,,
2020-08-01 06시,경북남부동해안,포항,2020-08-04,25,32,25,25,32,33
2020-08-01 06시,경북남부동해안,포항,2020-08-05,25,31,25,25,30,32
2020-08-01 06시,경북남부동해안,포항,2020-08-06,25,31,25,25,30,32
2020-08-01 06시,경북남부동해안,포항,2020-08-07,25,30,24,25,29,31
2020-08-01 06시,경북남부동해안,포항,2020-08-08,24,30,23,25,29,32
2020-08-01 06시,경북남부동해안,포항,2020-08-09,24,30,23,25,28,31
2020-08-01 06시,경북남부동해안,포항,2020-08-10,25,30,24,26,29,31
2020-08-01 06시,경북남부동해안,포항,2020-08-11,25,30,24,26,29,31
2020-08-01 06시,경북남부동해안,경주,2020-08-04,24,32,23,25,31,33
2020-08-01 06시,경북남부동해안,경주,2020-08-05,24,31,23,25,30,32
2020-08-01 06시,경북남부동해안,경주,2020-08-06,24,31,23,25,30,32
2020-08-01 06시,경북남부동해안,경주,2020-08-07,24,30,23,24,29,31
2020-08-01 06시,경북남부동해안,경주,2020-08-08,24,30,23,25,28,31
2020-08-01 06시,경북남부동해안,경주,2020-08-09,23,30,22,24,28,31
2020-08-01 06시,경북남부동해안,경주,2020-08-10,23,31,21,24,29,32
2020-08-01 06시,경북남부동해안,경주,2020-08-11,24,31,23,25,30,32
2020-08-01 06시,경북북서내륙,문경,2020-08-04,23,30,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-05,23,29,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-06,23,28,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-07,23,28,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-08,23,28,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-09,22,29,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-10,22,29,,,,
2020-08-01 06시,경북북서내륙,문경,2020-08-11,22,30,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-04,23,31,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-05,24,30,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-06,23,29,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-07,23,29,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-08,23,29,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-09,23,29,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-10,23,31,,,,
2020-08-01 06시,경북북서내륙,상주,2020-08-11,23,31,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-04,23,30,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-05,23,29,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-06,23,29,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-07,23,28,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-08,23,29,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-09,22,29,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-10,23,30,,,,
2020-08-01 06시,경북북서내륙,예천,2020-08-11,24,32,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-04,24,29,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-05,24,29,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-06,24,28,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-07,23,28,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-08,23,28,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-09,23,29,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-10,23,30,,,,
2020-08-01 06시,경북북동내륙,영주,2020-08-11,23,31,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-04,22,28,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-05,22,27,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-06,22,27,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-07,22,26,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-08,21,27,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-09,21,27,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-10,21,28,,,,
2020-08-01 06시,경북북동내륙,봉화,2020-08-11,22,29,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-04,23,30,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-05,23,29,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-06,23,28,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-07,23,28,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-08,22,28,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-09,23,28,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-10,22,30,,,,
2020-08-01 06시,경북북동내륙,영양,2020-08-11,23,31,,,,
2020-08-01 06시,경북중북부내륙,안동,2020-08-04,24,31,23,24,30,31
2020-08-01 06시,경북중북부내륙,안동,2020-08-05,23,30,22,23,29,31
2020-08-01 06시,경북중북부내륙,안동,2020-08-06,23,30,22,24,29,31
2020-08-01 06시,경북중북부내륙,안동,2020-08-07,23,29,23,23,27,30
2020-08-01 06시,경북중북부내륙,안동,2020-08-08,23,29,22,24,27,30
2020-08-01 06시,경북중북부내륙,안동,2020-08-09,23,30,22,24,28,32
2020-08-01 06시,경북중북부내륙,안동,2020-08-10,24,31,23,25,29,32
2020-08-01 06시,경북중북부내륙,안동,2020-08-11,23,31,22,24,29,32
2020-08-01 06시,경북중북부내륙,의성,2020-08-04,24,31,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-05,24,31,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-06,23,30,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-07,23,30,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-08,23,30,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-09,22,31,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-10,23,31,,,,
2020-08-01 06시,경북중북부내륙,의성,2020-08-11,23,32,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-04,23,31,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-05,23,30,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-06,22,29,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-07,22,28,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-08,22,28,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-09,21,28,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-10,22,29,,,,
2020-08-01 06시,경북중북부내륙,청송,2020-08-11,23,30,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-04,24,32,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-05,24,31,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-06,23,31,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-07,23,30,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-08,23,31,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-09,23,31,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-10,23,32,,,,
2020-08-01 06시,경북남서내륙,김천,2020-08-11,23,33,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-04,24,31,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-05,24,31,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-06,24,30,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-07,24,30,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-08,24,30,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-09,23,30,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-10,24,31,,,,
2020-08-01 06시,경북남서내륙,구미,2020-08-11,24,32,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-04,24,31,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-05,24,30,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-06,24,29,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-07,23,29,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-08,23,30,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-09,23,31,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-10,23,31,,,,
2020-08-01 06시,경북남서내륙,군위,2020-08-11,24,32,,,,
2020-08-01 06시,경북남서내륙,고령,2020-08-04,24,29,,,,
